Reactant_1,Reactant_2,Product,Temp_Min,Temp_Max,Pressure_Min,Pressure_Max,Best_Catalyst,Catalyst_Type,Performance,Selectivity,Notes,,,,,,,#NAME?
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Tungsten,Metal Oxide Catalyst,82,93,Good performance.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Cerium,Metal Oxide Catalyst,75,88,Moderate performance.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Zirconium,Metal Oxide Catalyst,70,85,Moderate performance.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Titanium,Metal Oxide Catalyst,65,80,Moderate performance.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Silicon Dioxide,Solid Catalyst,50,70,Poor performance for sulfonation.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Activated Carbon,Solid Catalyst,40,65,Poor performance for sulfonation.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Zeolite,Solid Catalyst,60,80,Moderate performance.,,,,,,,
Phenyl,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Montmorillonite Clay,Solid Catalyst,55,75,Moderate performance.,,,,,,,
Platinum,Sulfuric Acid,Benzenesulfonic Acid,80,120,1,1,Bentonite Clay,Solid Catalyst,50,70,Moderate performance.,,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Platinum Catalyst,Noble Metal,95,98,"Highly efficient, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Palladium Catalyst,Noble Metal,92,96,"Highly efficient, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Rhodium Catalyst,Noble Metal,90,94,"Highly efficient, used in specialized hydrogenation reactions.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Iridium Catalyst,Noble Metal,88,92,"Highly efficient, used in specialized hydrogenation reactions.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Osmium Catalyst,Noble Metal,86,91,"Highly efficient, used in specialized hydrogenation reactions.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Ruthenium Catalyst,Noble Metal,84,89,"Good performance, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Molybdenum Catalyst,Transition Metal,78,83,"Moderate performance, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Tungsten Catalyst,Transition Metal,76,81,"Moderate performance, used in high-temperature hydrogenation reactions.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Nickel Catalyst,Transition Metal,85,90,"Excellent performance, widely used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Cobalt Catalyst,Transition Metal,82,87,"Good performance, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Iron Catalyst,Transition Metal,75,80,"Cost-effective, moderate performance, used in industrial processes.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Copper Catalyst,Transition Metal,78,83,"Moderate performance, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Silver Catalyst,Noble Metal,80,85,"Expensive, good performance, used in specialized hydrogenation reactions.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Zinc Catalyst,Transition Metal,70,75,"Moderate performance, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Aluminum Catalyst,Post-Transition Metal,68,73,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Lead Catalyst,Post-Transition Metal,65,70,"Toxic, limited use, moderate performance.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Zirconium Catalyst,Transition Metal,74,79,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Vanadium Catalyst,Transition Metal,72,77,"Moderate performance, used in hydrogenation and hydride formation.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Niobium Catalyst,Transition Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Tantalum Catalyst,Transition Metal,68,73,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Thorium Catalyst,Actinide,66,71,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Uranium Catalyst,Actinide,64,69,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Yttrium Catalyst,Rare Earth Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Lanthanum Catalyst,Rare Earth Metal,72,77,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Cerium Catalyst,Rare Earth Metal,74,79,"Moderate performance, used in catalytic and hydrogenation reactions.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Praseodymium Catalyst,Rare Earth Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Neodymium Catalyst,Rare Earth Metal,68,73,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Samarium Catalyst,Rare Earth Metal,66,71,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Europium Catalyst,Rare Earth Metal,64,69,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Gadolinium Catalyst,Rare Earth Metal,62,67,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Terbium Catalyst,Rare Earth Metal,60,65,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Dysprosium Catalyst,Rare Earth Metal,58,63,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Holmium Catalyst,Rare Earth Metal,56,61,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Erbium Catalyst,Rare Earth Metal,54,59,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Thulium Catalyst,Rare Earth Metal,52,57,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Ytterbium Catalyst,Rare Earth Metal,50,55,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Lutetium Catalyst,Rare Earth Metal,48,53,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Actinium Catalyst,Actinide,46,51,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Hydrogen,Platinum Hydride,100,200,1,2,Protactinium Catalyst,Actinide,44,49,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Platinum Catalyst,Noble Metal,95,98,"Highly efficient, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Palladium Catalyst,Noble Metal,92,96,"Highly efficient, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Rhodium Catalyst,Noble Metal,90,94,"Highly efficient, used in specialized oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Iridium Catalyst,Noble Metal,88,92,"Highly efficient, used in specialized oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Ruthenium Catalyst,Noble Metal,86,91,"Highly efficient, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Gold Catalyst,Noble Metal,84,89,"Expensive, good performance, used in specialized oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Copper Catalyst,Transition Metal,80,85,"Good performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Silver Catalyst,Noble Metal,82,87,"Expensive, good performance, used in specialized oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Molybdenum Catalyst,Transition Metal,78,83,"Moderate performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Tungsten Catalyst,Transition Metal,76,81,"Moderate performance, used in high-temperature oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Vanadium Catalyst,Transition Metal,74,79,"Moderate performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Zirconium Catalyst,Transition Metal,72,77,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Nickel Catalyst,Transition Metal,85,90,"Excellent performance, widely used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Cobalt Catalyst,Transition Metal,82,87,"Good performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Chromium Catalyst,Transition Metal,78,83,"Moderate performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Iron Catalyst,Transition Metal,75,80,"Cost-effective, moderate performance, used in industrial processes.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Cobalt Oxide Catalyst,Metal Oxide,80,85,"Good performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Titanium Catalyst,Transition Metal,74,79,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Aluminum Catalyst,Post-Transition Metal,68,73,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Silicon Catalyst,Metalloid,60,65,"Low performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Lead Catalyst,Post-Transition Metal,65,70,"Toxic, limited use, moderate performance.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Boron Catalyst,Metalloid,62,67,"Low performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Bismuth Catalyst,Post-Transition Metal,64,69,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Tantalum Catalyst,Transition Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Niobium Catalyst,Transition Metal,68,73,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Antimony Catalyst,Metalloid,66,71,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Gallium Catalyst,Post-Transition Metal,64,69,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Indium Catalyst,Post-Transition Metal,62,67,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Germanium Catalyst,Metalloid,60,65,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Tin Catalyst,Post-Transition Metal,58,63,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Selenium Catalyst,Non-Metal,56,61,"Low performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Phosphorus Catalyst,Non-Metal,54,59,"Low performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Manganese Catalyst,Transition Metal,72,77,"Moderate performance, used in oxidation reactions.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Calcium Catalyst,Alkaline Earth Metal,70,75,"Moderate performance, used in basic catalysis.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Magnesium Catalyst,Alkaline Earth Metal,68,73,"Moderate performance, used in basic catalysis.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Potassium Catalyst,Alkali Metal,66,71,"Moderate performance, used in basic catalysis.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Sodium Catalyst,Alkali Metal,64,69,"Moderate performance, used in basic catalysis.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Strontium Catalyst,Alkaline Earth Metal,62,67,"Moderate performance, used in basic catalysis.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Yttrium Catalyst,Rare Earth Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Lanthanum Catalyst,Rare Earth Metal,72,77,"Moderate performance, used in specialized applications.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Actinium Catalyst,Actinide,66,71,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Thorium Catalyst,Actinide,64,69,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Uranium Catalyst,Actinide,62,67,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Neptunium Catalyst,Actinide,60,65,"Radioactive, limited use, moderate performance.",,,,,,,
Platinum,Oxygen,Platinum Oxide,100,200,1,2,Plutonium Catalyst,Actinide,58,63,"Radioactive, limited use, moderate performance.",,,,,,,
Potassium Bromide,Oxygen,Platinum Oxide,100,200,1,2,Americium Catalyst,Actinide,56,61,"Radioactive, limited use, moderate performance.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,None,None,95,98,Reaction proceeds efficiently without a catalyst.,,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Iron,Transition Metal,80,85,"Cost-effective, moderate performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Silver,Noble Metal,85,90,"Expensive, good performance, used in specialized halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Aluminum,Post-Transition Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Copper,Transition Metal,78,83,"Good performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Manganese,Transition Metal,75,80,"Moderate performance, used in oxidation and halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Platinum,Noble Metal,90,94,"Highly efficient, expensive, used in high-performance halogen exchange.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Palladium,Noble Metal,88,92,"Highly efficient, expensive, used in specialized halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Nickel,Transition Metal,82,87,"Good performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Tin,Post-Transition Metal,68,73,"Moderate performance, used in specialized applications.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Lead,Post-Transition Metal,65,70,"Toxic, limited use, moderate performance.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Zinc,Transition Metal,72,77,"Moderate performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Cadmium,Transition Metal,70,75,"Toxic, limited use, moderate performance.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Cobalt,Transition Metal,78,83,"Good performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Gold,Noble Metal,84,89,"Expensive, good performance, used in specialized halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Iron Chloride,Metal Halide,80,85,"Good performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Molybdenum,Transition Metal,76,81,"Moderate performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Tungsten,Transition Metal,74,79,"Moderate performance, used in high-temperature halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Vanadium,Transition Metal,72,77,"Moderate performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Zirconium,Transition Metal,70,75,"Moderate performance, used in specialized applications.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Copper,Metal Salt,75,80,"Moderate performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Chloride,Metal Salt,60,65,"Low performance, used as a support material in catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Calcium Carbonate,Metal Salt,62,67,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Potassium Permanganate,Oxidizing Agent,85,90,"Strong oxidizing agent, good performance, used in oxidation reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Ammonium Chloride,Metal Salt,64,69,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Acetate,Metal Salt,66,71,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Calcium Oxide,Metal Oxide,68,73,"Moderate performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Hydroxide,Base Catalyst,70,75,"Moderate performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Titanium Dioxide,Metal Oxide,72,77,"Moderate performance, used in photocatalytic and oxidation reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Potassium Iodide,Metal Salt,74,79,"Moderate performance, used in halogen exchange reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Bismuth Nitrate,Metal Salt,76,81,"Moderate performance, used in specialized applications.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Phosphoric Acid,Acid Catalyst,78,83,"Good performance, used in acid-catalyzed reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Carbonate,Base Catalyst,70,75,"Moderate performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Magnesium Sulfate,Metal Salt,68,73,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Potassium Sulfate,Metal Salt,66,71,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Nitrate,Metal Salt,64,69,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Potassium Nitrite,Metal Salt,62,67,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Calcium Nitrate,Metal Salt,60,65,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Bisulfate,Acid Catalyst,70,75,"Moderate performance, used in acid-catalyzed reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Zinc Oxide,Metal Oxide,72,77,"Moderate performance, used in photocatalytic and oxidation reactions.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Potassium Carbonate,Base Catalyst,74,79,"Moderate performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Phosphate,Base Catalyst,76,81,"Moderate performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Magnesium Chloride,Metal Salt,68,73,"Low performance, used in basic catalysis.",,,,,,,
Potassium Bromide,Chlorine,Potassium Chloride,20,80,1,2,Sodium Peroxide,Oxidizing Agent,80,85,"Strong oxidizing agent, good performance, used in oxidation reactions.",,,,,,,
Potassium Dichromate,Chlorine,Potassium Chloride,20,80,1,2,Sodium Hypochlorite,Oxidizing Agent,82,87,"Strong oxidizing agent, good performance, used in oxidation reactions.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,None,None,95,98,No catalyst is required for this reaction; sulfuric acid acts as the medium.,,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Silver Sulfate,Salt,80,85,"Moderate performance, but expensive.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Copper,Salt,75,80,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Iron,Salt,78,83,"Good performance, but corrosive.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Molybdenum Trioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Aluminum Oxide,Metal oxide,74,79,"Moderate performance, often used as a support material.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Zinc Oxide,Metal oxide,75,80,"Moderate performance, often used as a support material.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Tungsten,Metal oxide,77,82,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Platinum,Metal oxide,85,90,"High performance, but very expensive.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Palladium,Salt,82,87,"Good performance, but expensive.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Cobalt,Salt,78,83,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Vanadium Pentoxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Calcium Oxide,Metal oxide,72,77,"Moderate performance, low cost.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Barium Oxide,Metal oxide,70,75,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Cobalt Oxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Titanium Dioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Chromium Oxide,Metal oxide,72,77,"Moderate performance, but chromium is toxic.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Lead,Metal oxide,68,73,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Silver Oxide,Metal oxide,80,85,"Good performance, but expensive.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Copper,Metal oxide,72,77,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Manganese Dioxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Potassium Iodide,Salt,65,70,"Low performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Calcium Carbonate,Base,70,75,"Moderate performance, low cost.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Sodium Carbonate,Base,72,77,"Moderate performance, low cost.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Calcium Sulfate,Salt,68,73,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Copper,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Potassium Nitrate,Salt,75,80,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Sodium Sulfate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Magnesium Oxide,Metal oxide,72,77,"Moderate performance, low cost.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Lead,Metal oxide,65,70,"Low performance, toxic, and environmentally unfriendly.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Zinc Sulfate,Salt,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Sodium Hydroxide,Base,78,83,"Moderate performance, cost-effective.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Aluminum Sulfate,Salt,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Ammonium Nitrate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Potassium Dichromate,Sulfuric Acid,Chromic Acid,50,100,1,1,Magnesium Sulfate,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Sulfuric Acid,Chromic Acid,50,100,1,1,Iron,Salt,74,79,"Moderate performance, but corrosive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,700,900,1,2,Potassium Catalyst,Alkali metal,95,98,"Highly efficient, but highly reactive and requires careful handling.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,710,890,1,2,Sodium Catalyst,Alkali metal,90,94,"High performance, but highly reactive and requires careful handling.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,720,880,1,2,Calcium Catalyst,Alkaline earth metal,85,90,"Good performance, but less reactive than alkali metals.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,730,870,1,2,Magnesium Catalyst,Alkaline earth metal,82,88,"Moderate performance, less reactive than alkali metals.",,,,,,,
